TANAMAN,JENIS,KODE PROVINSI (BPS),PROVINSI,TAHUN,LUAS PANEN (HA),PRODUKSI (KWINTAL),PRODUKTIVITAS
Bawang Putih,Sayuran,51,BALI,2018,13,1083, 83.31 
Bawang Putih,Sayuran,52,NUSA TENGGARA BARAT,2018,1206,131162, 108.76 
Bawang Putih,Sayuran,53,NUSA TENGGARA TIMUR,2018,157,4522, 28.80 
Bawang Putih,Sayuran,61,KALIMANTAN BARAT,2018,0,0, -   
Bawang Putih,Sayuran,62,KALIMANTAN TENGAH,2018,0,0, -   
Bawang Putih,Sayuran,63,KALIMANTAN SELATAN,2018,0,0, -   
Bawang Putih,Sayuran,64,KALIMANTAN TIMUR,2018,0,0, -   
Bawang Putih,Sayuran,65,KALIMANTAN UTARA,2018,0,0, -   
Bawang Putih,Sayuran,71,SULAWESI UTARA,2018,0,0, -   
Bawang Putih,Sayuran,72,SULAWESI TENGAH,2018,10,200, 20.00 
Bawang Putih,Sayuran,73,SULAWESI SELATAN,2018,6,30, 5.00 
Bawang Putih,Sayuran,74,SULAWESI TENGGARA,2018,2,2, 1.00 
Bawang Putih,Sayuran,75,GORONTALO,2018,0,0, -   
Bawang Putih,Sayuran,76,SULAWESI BARAT,2018,7,157, 22.43 
Bawang Putih,Sayuran,81,MALUKU,2018,0,0, -   
Bawang Putih,Sayuran,82,MALUKU UTARA,2018,0,0, -   
Bawang Putih,Sayuran,91,PAPUA BARAT,2018,0,0, -   
Bawang Putih,Sayuran,94,PAPUA,2018,0,0, -   
Bawang Daun,Sayuran,11,ACEH,2018,102,6125, 60.05 
Bawang Daun,Sayuran,12,SUMATERA UTARA,2018,1564,109809, 70.21 
Bawang Daun,Sayuran,13,SUMATERA BARAT,2018,4430,434727, 98.13 
Bawang Daun,Sayuran,14,RIAU,2018,5,123, 24.60 
Bawang Daun,Sayuran,15,JAMBI,2018,416,28038, 67.40 
Bawang Daun,Sayuran,16,SUMATERA SELATAN,2018,506,19921, 39.37 
Bawang Daun,Sayuran,17,BENGKULU,2018,2486,208969, 84.06 
Bawang Daun,Sayuran,18,LAMPUNG,2018,568,34112, 60.06 
Bawang Daun,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,41,1716, 41.85 
Bawang Daun,Sayuran,21,KEPULAUAN RIAU,2018,53,4158, 78.45 
Bawang Daun,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Bawang Daun,Sayuran,32,JAWA BARAT,2018,12340,1610384, 130.50 
Bawang Daun,Sayuran,33,JAWA TENGAH,2018,12364,1212998, 98.11 
Bawang Daun,Sayuran,34,DI.YOGYAKARTA,2018,17,1688, 99.29 
Bawang Daun,Sayuran,35,JAWA TIMUR,2018,9255,952899, 102.96 
Bawang Daun,Sayuran,36,BANTEN,2018,86,4593, 53.41 
Bawang Daun,Sayuran,51,BALI,2018,175,15148, 86.56 
Bawang Daun,Sayuran,52,NUSA TENGGARA BARAT,2018,84,7061, 84.06 
Bawang Daun,Sayuran,53,NUSA TENGGARA TIMUR,2018,255,11807, 46.30 
Bawang Daun,Sayuran,61,KALIMANTAN BARAT,2018,315,7726, 24.53 
Bawang Daun,Sayuran,62,KALIMANTAN TENGAH,2018,426,7201, 16.90 
Bawang Daun,Sayuran,63,KALIMANTAN SELATAN,2018,392,23545, 60.06 
Bawang Daun,Sayuran,64,KALIMANTAN TIMUR,2018,117,1613, 13.79 
Bawang Daun,Sayuran,65,KALIMANTAN UTARA,2018,133,4017, 30.20 
Bawang Daun,Sayuran,71,SULAWESI UTARA,2018,12699,709988, 55.91 
Bawang Daun,Sayuran,72,SULAWESI TENGAH,2018,549,50431, 91.86 
Bawang Daun,Sayuran,73,SULAWESI SELATAN,2018,2657,246112, 92.63 
Bawang Daun,Sayuran,74,SULAWESI TENGGARA,2018,221,4424, 20.02 
Bawang Daun,Sayuran,75,GORONTALO,2018,2,10, 5.00 
Bawang Daun,Sayuran,76,SULAWESI BARAT,2018,92,1301, 14.14 
Bawang Daun,Sayuran,81,MALUKU,2018,33,1238, 37.52 
Bawang Daun,Sayuran,82,MALUKU UTARA,2018,68,256, 3.76 
Bawang Daun,Sayuran,91,PAPUA BARAT,2018,462,3387, 7.33 
Bawang Daun,Sayuran,94,PAPUA,2018,348,6634, 19.06 
Kentang,Sayuran,11,ACEH,2018,803,148419, 184.83 
Kentang,Sayuran,12,SUMATERA UTARA,2018,6790,1080156, 159.08 
Kentang,Sayuran,13,SUMATERA BARAT,2018,2051,402092, 196.05 
Kentang,Sayuran,14,RIAU,2018,0,0, -   
Kentang,Sayuran,15,JAMBI,2018,4952,893082, 180.35 
Kentang,Sayuran,16,SUMATERA SELATAN,2018,92,10287, 111.82 
Kentang,Sayuran,17,BENGKULU,2018,489,66401, 135.79 
Kentang,Sayuran,18,LAMPUNG,2018,57,6083, 106.72 
Kentang,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,2,20, 10.00 
Kentang,Sayuran,21,KEPULAUAN RIAU,2018,0,0, -   
Kentang,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Kentang,Sayuran,32,JAWA BARAT,2018,12218,2655359, 217.33 
Kentang,Sayuran,33,JAWA TENGAH,2018,15461,2906554, 187.99 
Kentang,Sayuran,34,DI.YOGYAKARTA,2018,0,0, -   
Kentang,Sayuran,35,JAWA TIMUR,2018,13390,3129659, 233.73 
Kentang,Sayuran,36,BANTEN,2018,0,0, -   
Kentang,Sayuran,51,BALI,2018,11,1356, 123.27 
Kentang,Sayuran,52,NUSA TENGGARA BARAT,2018,157,15275, 97.29 
Kentang,Sayuran,53,NUSA TENGGARA TIMUR,2018,122,6973, 57.16 
Kentang,Sayuran,61,KALIMANTAN BARAT,2018,0,0, -   
Kentang,Sayuran,62,KALIMANTAN TENGAH,2018,0,0, -   
Kentang,Sayuran,63,KALIMANTAN SELATAN,2018,0,0, -   
Kentang,Sayuran,64,KALIMANTAN TIMUR,2018,0,0, -   
Kentang,Sayuran,65,KALIMANTAN UTARA,2018,0,0, -   
Kentang,Sayuran,71,SULAWESI UTARA,2018,8522,966500, 113.41 
Kentang,Sayuran,72,SULAWESI TENGAH,2018,112,14496, 129.43 
Kentang,Sayuran,73,SULAWESI SELATAN,2018,3047,540155, 177.27 
Kentang,Sayuran,74,SULAWESI TENGGARA,2018,0,0, -   
Kentang,Sayuran,75,GORONTALO,2018,0,0, -   
Kentang,Sayuran,76,SULAWESI BARAT,2018,29,3310, 114.14 
Kentang,Sayuran,81,MALUKU,2018,3,6, 2.00 
Kentang,Sayuran,82,MALUKU UTARA,2018,0,0, -   
Kentang,Sayuran,91,PAPUA BARAT,2018,361,1140, 3.16 
Kentang,Sayuran,94,PAPUA,2018,14,274, 19.57 
Kubis,Sayuran,11,ACEH,2018,277,63446, 229.05 
Kubis,Sayuran,12,SUMATERA UTARA,2018,7646,1728339, 226.04 
Kubis,Sayuran,13,SUMATERA BARAT,2018,3435,1069339, 311.31 
Kubis,Sayuran,14,RIAU,2018,0,0, -   
Kubis,Sayuran,15,JAMBI,2018,1301,258792, 198.92 
Kubis,Sayuran,16,SUMATERA SELATAN,2018,516,55158, 106.90 
Kubis,Sayuran,17,BENGKULU,2018,2112,744307, 352.42 
Kubis,Sayuran,18,LAMPUNG,2018,538,104352, 193.96 
Kubis,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,0,0, -   
Kubis,Sayuran,21,KEPULAUAN RIAU,2018,0,0, -   
Kubis,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Kubis,Sayuran,32,JAWA BARAT,2018,12333,2804483, 227.40 
Kubis,Sayuran,33,JAWA TENGAH,2018,15555,3036898, 195.24 
Kubis,Sayuran,34,DI.YOGYAKARTA,2018,0,0, -   
Kubis,Sayuran,35,JAWA TIMUR,2018,10097,2175073, 215.42 
Kubis,Sayuran,36,BANTEN,2018,0,0, -   
Kubis,Sayuran,51,BALI,2018,1081,333056, 308.10 
Kubis,Sayuran,52,NUSA TENGGARA BARAT,2018,390,54704, 140.27 
Kubis,Sayuran,53,NUSA TENGGARA TIMUR,2018,385,34491, 89.59 
Kubis,Sayuran,61,KALIMANTAN BARAT,2018,19,628, 33.05 
Kubis,Sayuran,62,KALIMANTAN TENGAH,2018,1,17, 17.00 
Kubis,Sayuran,63,KALIMANTAN SELATAN,2018,1,150, 150.00 
Kubis,Sayuran,64,KALIMANTAN TIMUR,2018,1,400, 400.00 
Kubis,Sayuran,65,KALIMANTAN UTARA,2018,8,860, 107.50 
Kubis,Sayuran,71,SULAWESI UTARA,2018,5078,756665, 149.01 
Kubis,Sayuran,72,SULAWESI TENGAH,2018,707,141527, 200.18 
Kubis,Sayuran,73,SULAWESI SELATAN,2018,3207,665192, 207.42 
Kubis,Sayuran,74,SULAWESI TENGGARA,2018,75,1513, 20.17 
Kubis,Sayuran,75,GORONTALO,2018,0,0, -   
Kubis,Sayuran,76,SULAWESI BARAT,2018,2,17, 8.50 
Kubis,Sayuran,81,MALUKU,2018,127,5086, 40.05 
Kubis,Sayuran,82,MALUKU UTARA,2018,25,122, 4.88 
Kubis,Sayuran,91,PAPUA BARAT,2018,540,5583, 10.34 
Kubis,Sayuran,94,PAPUA,2018,653,39102, 59.88 
Kembang Kol,Sayuran,11,ACEH,2018,60,6919, 115.32 
Kembang Kol,Sayuran,12,SUMATERA UTARA,2018,2591,401637, 155.01 
Kembang Kol,Sayuran,13,SUMATERA BARAT,2018,904,110929, 122.71 
Kembang Kol,Sayuran,14,RIAU,2018,0,0, -   
Kembang Kol,Sayuran,15,JAMBI,2018,219,16261, 74.25 
Kembang Kol,Sayuran,16,SUMATERA SELATAN,2018,27,1370, 50.74 
Kembang Kol,Sayuran,17,BENGKULU,2018,838,121064, 144.47 
Kembang Kol,Sayuran,18,LAMPUNG,2018,69,3137, 45.46 
Kembang Kol,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,0,0, -   
Kembang Kol,Sayuran,21,KEPULAUAN RIAU,2018,0,0, -   
Kembang Kol,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Kembang Kol,Sayuran,32,JAWA BARAT,2018,1920,239649, 124.82 
Kembang Kol,Sayuran,33,JAWA TENGAH,2018,3504,375107, 107.05 
Kembang Kol,Sayuran,34,DI.YOGYAKARTA,2018,29,3192, 110.07 
Kembang Kol,Sayuran,35,JAWA TIMUR,2018,1448,178982, 123.61 
Kembang Kol,Sayuran,36,BANTEN,2018,3,28, 9.33 
Kembang Kol,Sayuran,51,BALI,2018,55,3798, 69.05 
Kembang Kol,Sayuran,52,NUSA TENGGARA BARAT,2018,72,4362, 60.58 
Kembang Kol,Sayuran,53,NUSA TENGGARA TIMUR,2018,197,7073, 35.90 
Kembang Kol,Sayuran,61,KALIMANTAN BARAT,2018,2,27, 13.50 
Kembang Kol,Sayuran,62,KALIMANTAN TENGAH,2018,7,136, 19.43 
Kembang Kol,Sayuran,63,KALIMANTAN SELATAN,2018,15,909, 60.60 
Kembang Kol,Sayuran,64,KALIMANTAN TIMUR,2018,26,1208, 46.46 
Kembang Kol,Sayuran,65,KALIMANTAN UTARA,2018,4,80, 20.00 
Kembang Kol,Sayuran,71,SULAWESI UTARA,2018,165,16032, 97.16 
Kembang Kol,Sayuran,72,SULAWESI TENGAH,2018,111,9492, 85.51 
Kembang Kol,Sayuran,73,SULAWESI SELATAN,2018,157,16033, 102.12 
Kembang Kol,Sayuran,74,SULAWESI TENGGARA,2018,15,312, 20.80 
Kembang Kol,Sayuran,75,GORONTALO,2018,0,0, -   
Kembang Kol,Sayuran,76,SULAWESI BARAT,2018,0,0, -   
Kembang Kol,Sayuran,81,MALUKU,2018,8,106, 13.25 
Kembang Kol,Sayuran,82,MALUKU UTARA,2018,9,18, 2.00 
Kembang Kol,Sayuran,91,PAPUA BARAT,2018,16,193, 12.06 
Kembang Kol,Sayuran,94,PAPUA,2018,60,3089, 51.48 
Petsai/Sawi,Sayuran,11,ACEH,2018,395,26618, 67.39 
Petsai/Sawi,Sayuran,12,SUMATERA UTARA,2018,5201,628294, 120.80 
Petsai/Sawi,Sayuran,13,SUMATERA BARAT,2018,3612,289728, 80.21 
Petsai/Sawi,Sayuran,14,RIAU,2018,504,19679, 39.05 
Petsai/Sawi,Sayuran,15,JAMBI,2018,529,62900, 118.90 
Petsai/Sawi,Sayuran,16,SUMATERA SELATAN,2018,511,36124, 70.69 
Petsai/Sawi,Sayuran,17,BENGKULU,2018,2126,298153, 140.24 
Petsai/Sawi,Sayuran,18,LAMPUNG,2018,1183,78716, 66.54 
Petsai/Sawi,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,328,13634, 41.57 
Petsai/Sawi,Sayuran,21,KEPULAUAN RIAU,2018,601,31104, 51.75 
Petsai/Sawi,Sayuran,31,DKI JAKARTA,2018,428,26639, 62.24 
Petsai/Sawi,Sayuran,32,JAWA BARAT,2018,12698,2010038, 158.30 
Petsai/Sawi,Sayuran,33,JAWA TENGAH,2018,7514,887401, 118.10 
Petsai/Sawi,Sayuran,34,DI.YOGYAKARTA,2018,397,32407, 81.63 
Petsai/Sawi,Sayuran,35,JAWA TIMUR,2018,6149,725610, 118.00 
Petsai/Sawi,Sayuran,36,BANTEN,2018,1117,85348, 76.41 
Petsai/Sawi,Sayuran,51,BALI,2018,2563,341910, 133.40 
Petsai/Sawi,Sayuran,52,NUSA TENGGARA BARAT,2018,145,15712, 108.36 
Petsai/Sawi,Sayuran,53,NUSA TENGGARA TIMUR,2018,1970,101878, 51.71 
Petsai/Sawi,Sayuran,61,KALIMANTAN BARAT,2018,1558,29610, 19.01 
Petsai/Sawi,Sayuran,62,KALIMANTAN TENGAH,2018,538,14776, 27.46 
Petsai/Sawi,Sayuran,63,KALIMANTAN SELATAN,2018,449,23744, 52.88 
Petsai/Sawi,Sayuran,64,KALIMANTAN TIMUR,2018,1406,85956, 61.14 
Petsai/Sawi,Sayuran,65,KALIMANTAN UTARA,2018,487,46141, 94.75 
Petsai/Sawi,Sayuran,71,SULAWESI UTARA,2018,1726,156122, 90.45 
Petsai/Sawi,Sayuran,72,SULAWESI TENGAH,2018,937,76610, 81.76 
Petsai/Sawi,Sayuran,73,SULAWESI SELATAN,2018,1668,105782, 63.42 
Petsai/Sawi,Sayuran,74,SULAWESI TENGGARA,2018,585,10475, 17.91 
Petsai/Sawi,Sayuran,75,GORONTALO,2018,14,159, 11.36 
Petsai/Sawi,Sayuran,76,SULAWESI BARAT,2018,226,5576, 24.67 
Petsai/Sawi,Sayuran,81,MALUKU,2018,1181,26450, 22.40 
Petsai/Sawi,Sayuran,82,MALUKU UTARA,2018,218,1086, 4.98 
Petsai/Sawi,Sayuran,91,PAPUA BARAT,2018,810,9537, 11.77 
Petsai/Sawi,Sayuran,94,PAPUA,2018,1273,55900, 43.91 
Wortel,Sayuran,11,ACEH,2018,66,9416, 142.67 
Wortel,Sayuran,12,SUMATERA UTARA,2018,2763,562528, 203.59 
Wortel,Sayuran,13,SUMATERA BARAT,2018,1736,312705, 180.13 
Wortel,Sayuran,14,RIAU,2018,0,0, -   
Wortel,Sayuran,15,JAMBI,2018,177,26025, 147.03 
Wortel,Sayuran,16,SUMATERA SELATAN,2018,340,38560, 113.41 
Wortel,Sayuran,17,BENGKULU,2018,1497,369427, 246.78 
Wortel,Sayuran,18,LAMPUNG,2018,315,58389, 185.36 
Wortel,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,0,0, -   
Wortel,Sayuran,21,KEPULAUAN RIAU,2018,0,0, -   
Wortel,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Wortel,Sayuran,32,JAWA BARAT,2018,8087,1632237, 201.83 
Wortel,Sayuran,33,JAWA TENGAH,2018,9487,1530570, 161.33 
Wortel,Sayuran,34,DI.YOGYAKARTA,2018,0,0, -   
Wortel,Sayuran,35,JAWA TIMUR,2018,4119,725834, 176.22 
Wortel,Sayuran,36,BANTEN,2018,45,3550, 78.89 
Wortel,Sayuran,51,BALI,2018,379,36245, 95.63 
Wortel,Sayuran,52,NUSA TENGGARA BARAT,2018,230,21542, 93.66 
Wortel,Sayuran,53,NUSA TENGGARA TIMUR,2018,340,29051, 85.44 
Wortel,Sayuran,61,KALIMANTAN BARAT,2018,0,0, -   
Wortel,Sayuran,62,KALIMANTAN TENGAH,2018,0,0, -   
Wortel,Sayuran,63,KALIMANTAN SELATAN,2018,0,0, -   
Wortel,Sayuran,64,KALIMANTAN TIMUR,2018,0,0, -   
Wortel,Sayuran,65,KALIMANTAN UTARA,2018,0,0, -   
Wortel,Sayuran,71,SULAWESI UTARA,2018,2904,327962, 112.93 
Wortel,Sayuran,72,SULAWESI TENGAH,2018,164,37509, 228.71 
Wortel,Sayuran,73,SULAWESI SELATAN,2018,2774,372720, 134.36 
Wortel,Sayuran,74,SULAWESI TENGGARA,2018,1,4, 4.00 
Wortel,Sayuran,75,GORONTALO,2018,0,0, -   
Wortel,Sayuran,76,SULAWESI BARAT,2018,0,0, -   
Wortel,Sayuran,81,MALUKU,2018,4,8, 2.00 
Wortel,Sayuran,82,MALUKU UTARA,2018,2,4, 2.00 
Wortel,Sayuran,91,PAPUA BARAT,2018,413,1391, 3.37 
Wortel,Sayuran,94,PAPUA,2018,33,623, 18.88 
Lobak,Sayuran,11,ACEH,2018,0,0, -   
Lobak,Sayuran,12,SUMATERA UTARA,2018,70,9350, 133.57 
Lobak,Sayuran,13,SUMATERA BARAT,2018,24,2053, 85.54 
Lobak,Sayuran,14,RIAU,2018,0,0, -   
Lobak,Sayuran,15,JAMBI,2018,11,123, 11.18 
Lobak,Sayuran,16,SUMATERA SELATAN,2018,0,0, -   
Lobak,Sayuran,17,BENGKULU,2018,0,0, -   
Lobak,Sayuran,18,LAMPUNG,2018,0,0, -   
Lobak,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,29,495, 17.07 
Lobak,Sayuran,21,KEPULAUAN RIAU,2018,0,0, -   
Lobak,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Lobak,Sayuran,32,JAWA BARAT,2018,873,192931, 221.00 
Lobak,Sayuran,33,JAWA TENGAH,2018,165,28808, 174.59 
Lobak,Sayuran,34,DI.YOGYAKARTA,2018,0,0, -   
Lobak,Sayuran,35,JAWA TIMUR,2018,31,1804, 58.19 
Lobak,Sayuran,36,BANTEN,2018,0,0, -   
Lobak,Sayuran,51,BALI,2018,35,5115, 146.14 
Lobak,Sayuran,52,NUSA TENGGARA BARAT,2018,0,0, -   
Lobak,Sayuran,53,NUSA TENGGARA TIMUR,2018,0,0, -   
Lobak,Sayuran,61,KALIMANTAN BARAT,2018,94,4719, 50.20 
Lobak,Sayuran,62,KALIMANTAN TENGAH,2018,0,0, -   
Lobak,Sayuran,63,KALIMANTAN SELATAN,2018,7,69, 9.86 
Lobak,Sayuran,64,KALIMANTAN TIMUR,2018,0,0, -   
Lobak,Sayuran,65,KALIMANTAN UTARA,2018,0,0, -   
Lobak,Sayuran,71,SULAWESI UTARA,2018,2,126, 63.00 
Lobak,Sayuran,72,SULAWESI TENGAH,2018,91,22295, 245.00 
Lobak,Sayuran,73,SULAWESI SELATAN,2018,67,4469, 66.70 
Lobak,Sayuran,74,SULAWESI TENGGARA,2018,0,0, -   
Lobak,Sayuran,75,GORONTALO,2018,0,0, -   
Lobak,Sayuran,76,SULAWESI BARAT,2018,0,0, -   
Lobak,Sayuran,81,MALUKU,2018,0,0, -   
Lobak,Sayuran,82,MALUKU UTARA,2018,0,0, -   
Lobak,Sayuran,91,PAPUA BARAT,2018,0,0, -   
Lobak,Sayuran,94,PAPUA,2018,0,0, -   
Kacang Merah,Sayuran,11,ACEH,2018,168,4944, 29.43 
Kacang Merah,Sayuran,12,SUMATERA UTARA,2018,351,7732, 22.03 
Kacang Merah,Sayuran,13,SUMATERA BARAT,2018,17,101, 5.94 
Kacang Merah,Sayuran,14,RIAU,2018,1,2, 2.00 
Kacang Merah,Sayuran,15,JAMBI,2018,410,14656, 35.75 
Kacang Merah,Sayuran,16,SUMATERA SELATAN,2018,25,1040, 41.60 
Kacang Merah,Sayuran,17,BENGKULU,2018,191,9797, 51.29 
Kacang Merah,Sayuran,18,LAMPUNG,2018,117,6960, 59.49 
Kacang Merah,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,0,0, -   
Kacang Merah,Sayuran,21,KEPULAUAN RIAU,2018,0,0, -   
Kacang Merah,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Kacang Merah,Sayuran,32,JAWA BARAT,2018,7471,512913, 68.65 
Kacang Merah,Sayuran,33,JAWA TENGAH,2018,1225,45054, 36.78 
Kacang Merah,Sayuran,34,DI.YOGYAKARTA,2018,2,11, 5.50 
Kacang Merah,Sayuran,35,JAWA TIMUR,2018,370,5316, 14.37 
Kacang Merah,Sayuran,36,BANTEN,2018,0,0, -   
Kacang Merah,Sayuran,51,BALI,2018,192,417, 2.17 
Kacang Merah,Sayuran,52,NUSA TENGGARA BARAT,2018,81,5438, 67.14 
Kacang Merah,Sayuran,53,NUSA TENGGARA TIMUR,2018,331,5736, 17.33 
Kacang Merah,Sayuran,61,KALIMANTAN BARAT,2018,0,0, -   
Kacang Merah,Sayuran,62,KALIMANTAN TENGAH,2018,0,0, -   
Kacang Merah,Sayuran,63,KALIMANTAN SELATAN,2018,0,0, -   
Kacang Merah,Sayuran,64,KALIMANTAN TIMUR,2018,0,0, -   
Kacang Merah,Sayuran,65,KALIMANTAN UTARA,2018,0,0, -   
Kacang Merah,Sayuran,71,SULAWESI UTARA,2018,829,31645, 38.17 
Kacang Merah,Sayuran,72,SULAWESI TENGAH,2018,807,7133, 8.84 
Kacang Merah,Sayuran,73,SULAWESI SELATAN,2018,369,18455, 50.01 
Kacang Merah,Sayuran,74,SULAWESI TENGGARA,2018,49,495, 10.10 
Kacang Merah,Sayuran,75,GORONTALO,2018,0,0, -   
Kacang Merah,Sayuran,76,SULAWESI BARAT,2018,4,40, 10.00 
Kacang Merah,Sayuran,81,MALUKU,2018,4,200, 50.00 
Kacang Merah,Sayuran,82,MALUKU UTARA,2018,30,98, 3.27 
Kacang Merah,Sayuran,91,PAPUA BARAT,2018,0,0, -   
Kacang Merah,Sayuran,94,PAPUA,2018,20,433, 21.65 
Kacang Panjang,Sayuran,11,ACEH,2018,1735,109423, 63.07 
Kacang Panjang,Sayuran,12,SUMATERA UTARA,2018,3175,321066, 101.12 
Kacang Panjang,Sayuran,13,SUMATERA BARAT,2018,1951,197234, 101.09 
Kacang Panjang,Sayuran,14,RIAU,2018,2223,120823, 54.35 
Kacang Panjang,Sayuran,15,JAMBI,2018,1643,86971, 52.93 
Kacang Panjang,Sayuran,16,SUMATERA SELATAN,2018,2300,123089, 53.52 
Kacang Panjang,Sayuran,17,BENGKULU,2018,1864,52444, 28.14 
Kacang Panjang,Sayuran,18,LAMPUNG,2018,2573,136573, 53.08 
Kacang Panjang,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,422,21349, 50.59 
Kacang Panjang,Sayuran,21,KEPULAUAN RIAU,2018,638,48665, 76.28 
Kacang Panjang,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Kacang Panjang,Sayuran,32,JAWA BARAT,2018,6963,829196, 119.09 
Kacang Panjang,Sayuran,33,JAWA TENGAH,2018,4200,339581, 80.85 
Kacang Panjang,Sayuran,34,DI.YOGYAKARTA,2018,254,22065, 86.87 
Kacang Panjang,Sayuran,35,JAWA TIMUR,2018,4682,421025, 89.92 
Kacang Panjang,Sayuran,36,BANTEN,2018,1403,139768, 99.62 
Kacang Panjang,Sayuran,51,BALI,2018,421,31031, 73.71 
Kacang Panjang,Sayuran,52,NUSA TENGGARA BARAT,2018,663,58835, 88.74 
Kacang Panjang,Sayuran,53,NUSA TENGGARA TIMUR,2018,887,28388, 32.00 
Kacang Panjang,Sayuran,61,KALIMANTAN BARAT,2018,2179,38163, 17.51 
Kacang Panjang,Sayuran,62,KALIMANTAN TENGAH,2018,1334,38998, 29.23 
Kacang Panjang,Sayuran,63,KALIMANTAN SELATAN,2018,1160,53100, 45.78 
Kacang Panjang,Sayuran,64,KALIMANTAN TIMUR,2018,1557,95921, 61.61 
Kacang Panjang,Sayuran,65,KALIMANTAN UTARA,2018,389,26931, 69.23 
Kacang Panjang,Sayuran,71,SULAWESI UTARA,2018,1007,33362, 33.13 
Kacang Panjang,Sayuran,72,SULAWESI TENGAH,2018,993,29323, 29.53 
Kacang Panjang,Sayuran,73,SULAWESI SELATAN,2018,2198,131971, 60.04 
Kacang Panjang,Sayuran,74,SULAWESI TENGGARA,2018,1476,36570, 24.78 
Kacang Panjang,Sayuran,75,GORONTALO,2018,73,2272, 31.12 
Kacang Panjang,Sayuran,76,SULAWESI BARAT,2018,415,10426, 25.12 
Kacang Panjang,Sayuran,81,MALUKU,2018,778,31576, 40.59 
Kacang Panjang,Sayuran,82,MALUKU UTARA,2018,479,6722, 14.03 
Kacang Panjang,Sayuran,91,PAPUA BARAT,2018,466,7462, 16.01 
Kacang Panjang,Sayuran,94,PAPUA,2018,904,71577, 79.18 
Cabai Besar,Sayuran,11,ACEH,2018,4900,681513, 139.08 
Cabai Besar,Sayuran,12,SUMATERA UTARA,2018,15905,1558346, 97.98 
Cabai Besar,Sayuran,13,SUMATERA BARAT,2018,9642,1060610, 110.00 
Cabai Besar,Sayuran,14,RIAU,2018,2325,173239, 74.51 
Cabai Besar,Sayuran,15,JAMBI,2018,6018,380025, 63.15 
Cabai Besar,Sayuran,16,SUMATERA SELATAN,2018,6048,418140, 69.14 
Cabai Besar,Sayuran,17,BENGKULU,2018,6569,397936, 60.58 
Cabai Besar,Sayuran,18,LAMPUNG,2018,6886,453802, 65.90 
Cabai Besar,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2018,388,25007, 64.45 
Cabai Besar,Sayuran,21,KEPULAUAN RIAU,2018,415,29228, 70.43 
Cabai Besar,Sayuran,31,DKI JAKARTA,2018,0,0, -   
Cabai Besar,Sayuran,32,JAWA BARAT,2018,20678,2740374, 132.53 
Cabai Besar,Sayuran,33,JAWA TENGAH,2018,25048,1717960, 68.59 
Cabai Besar,Sayuran,34,DI.YOGYAKARTA,2018,3777,344433, 91.19 
Cabai Besar,Sayuran,35,JAWA TIMUR,2018,12289,919654, 74.84 
Cabai Besar,Sayuran,36,BANTEN,2018,903,67122, 74.33 
Cabai Besar,Sayuran,51,BALI,2018,1087,135008, 124.20 
Cabai Besar,Sayuran,52,NUSA TENGGARA BARAT,2018,1573,239978, 152.56 
Cabai Besar,Sayuran,53,NUSA TENGGARA TIMUR,2018,537,18636, 34.70 
Cabai Besar,Sayuran,61,KALIMANTAN BARAT,2018,603,8862, 14.70 
Cabai Besar,Sayuran,62,KALIMANTAN TENGAH,2018,357,10491, 29.39 
Cabai Besar,Sayuran,63,KALIMANTAN SELATAN,2018,1535,111621, 72.72 
Cabai Besar,Sayuran,64,KALIMANTAN TIMUR,2018,814,41667, 51.19 
Cabai Besar,Sayuran,65,KALIMANTAN UTARA,2018,264,18417, 69.76 
Cabai Besar,Sayuran,71,SULAWESI UTARA,2018,1191,62677, 52.63 
Cabai Besar,Sayuran,72,SULAWESI TENGAH,2018,1429,79472, 55.61 
Cabai Besar,Sayuran,73,SULAWESI SELATAN,2018,3306,269440, 81.50 
Cabai Besar,Sayuran,74,SULAWESI TENGGARA,2018,433,11068, 25.56 
Cabai Besar,Sayuran,75,GORONTALO,2018,78,2571, 32.96 
Cabai Besar,Sayuran,76,SULAWESI BARAT,2018,588,22664, 38.54 
Cabai Besar,Sayuran,81,MALUKU,2018,434,18626, 42.92 
Cabai Besar,Sayuran,82,MALUKU UTARA,2018,819,12153, 14.84 
Cabai Besar,Sayuran,91,PAPUA BARAT,2018,228,2513, 11.02 
